,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
36015,,,2500.0,2500.0,2454.52, 36 months,14.74%,86.35,D,D3,HMS Host,2 years,RENT,18000.0,Not Verified,Jul-09,Charged Off,n,,thank you for approving me ,credit_card,Credit card ,320xx,FL,6.93,0.0,Aug-02,1.0,,,5.0,0.0,4299.0,17.10%,6.0,f,0.0,0.0,447.7,445.63,226.02,118.3,0.0,103.38,1.0,Dec-09,86.35,,Oct-16,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
30526,,,4000.0,4000.0,4000.0, 36 months,13.48%,135.7,C,C3,Highway Supply,2 years,RENT,28800.0,Not Verified,Apr-10,Fully Paid,n,,"  Borrower added on 04/25/10 > I am looking to consolidate my 3 credit cards which total the $1800. I am also trying to pay off a small payday loan which is $400. I had to break a lease at an apartment that I was renting with a roommate because that roommate left and I could no longer afford it on my own which left me with a large early termination fee of $1700. I would like to pay this before it negatively affects my credit. I am expecting my first child and putting multiple bills into one payment would provide a huge stress relief. I would like to get into my own home soon for my family and would not like any negative hits on my credit and this loan would help me do just that. I gross in roughly $2400 a month. After paying rent and utilities and making the minimum payments on the credit cards with the revolving interest it is hard to get back on top. Plus I make my monthly payments to the apartments to stop it from hitting my credit and my bi-weekly payments to the payday loan. I will soon be moving in with my fiancee and these small monthly payments would be easily paid on time. This is my first time trying to get a loan like this so please bare with me. Thankyou very much, Justin.<br/>",debt_consolidation,Debt Consolidation,871xx,NM,8.46,0.0,Oct-06,0.0,,,6.0,0.0,1794.0,59.80%,6.0,f,0.0,0.0,4885.260387,4885.26,4000.0,885.26,0.0,0.0,0.0,May-13,152.51,,Feb-18,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
3183,,,35000.0,35000.0,34825.0, 60 months,12.69%,790.82,B,B5,Commercial Real Estate Firm,2 years,MORTGAGE,131000.0,Verified,Nov-11,Fully Paid,n,,"  Borrower added on 11/19/11 > This loan is for several renovations (described in answer to a question) to my house. Based on initial discussions with 3 contractors $35,000 would allow me to fully complete the renovations. Thank you.<br>",home_improvement,Home Improvement,200xx,DC,6.35,0.0,Jan-96,0.0,,,7.0,0.0,0.0,0%,17.0,f,0.0,0.0,43047.94878,42832.71,35000.0,8047.95,0.0,0.0,0.0,Jan-14,23307.75,,Feb-14,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
8513,,,4200.0,4200.0,4200.0, 36 months,14.79%,145.17,C,C4,Genentech,2 years,RENT,65000.0,Not Verified,Aug-11,Fully Paid,n,,,house,Closing costs,957xx,CA,6.15,0.0,Jan-00,1.0,,,2.0,0.0,11893.0,99.10%,11.0,f,0.0,0.0,4943.897424,4943.9,4200.0,743.9,0.0,0.0,0.0,Mar-13,2481.24,,Mar-13,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
22296,,,20000.0,20000.0,17122.99283, 60 months,9.62%,421.22,B,B3,,< 1 year,RENT,83000.0,Verified,Dec-10,Fully Paid,n,,"  Borrower added on 12/11/10 > Loan is for  capital in the form of cash for day to day floats between payments from clients and vendors. We are small minority women owned business that specialized in construction.  Currently we are in the start up phase.  I will continue to work my job, while my partner who has 10 plus years in this field will handle the contracting side.  All construction equipment is owned with zero debt and we currently have a cash cushion of +/- 15,000 and 20,000 in available credit.  Please feel free to contact me for more information.<br/> Borrower added on 12/15/10 > I will not be accepting this loan unless funding hits at least 85%, otherwise I will seek a micro-loan from the SBA.  Many Thanks.<br/>",small_business,Small Business Loan,931xx,CA,14.4,0.0,Sep-98,0.0,,,12.0,0.0,695.0,26.80%,24.0,f,0.0,0.0,25272.51392,20900.35,20000.0,5272.51,0.0,0.0,0.0,Dec-15,420.53,,Sep-17,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
4691,,,10000.0,10000.0,10000.0, 36 months,10.65%,325.74,B,B2,hunt military communities,4 years,MORTGAGE,45000.0,Not Verified,Oct-11,Fully Paid,n,,  Borrower added on 10/21/11 > can i do a 48 mounth pay back on my loan<br/> Borrower added on 10/21/11 > can i do a 48 mounth pay back<br/>,home_improvement,home improvemt,737xx,OK,14.69,0.0,Oct-97,0.0,44.0,,6.0,0.0,5272.0,65.90%,18.0,f,0.0,0.0,11726.31037,11726.31,10000.0,1726.31,0.0,0.0,0.0,Nov-14,334.69,,Mar-17,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
21015,,,2400.0,2400.0,2400.0, 36 months,12.68%,80.5,C,C1,Old Navy,< 1 year,RENT,12000.0,Verified,Jan-11,Fully Paid,n,,,debt_consolidation,HHMSL,926xx,CA,7.0,0.0,Aug-07,2.0,,,4.0,0.0,1340.0,17.40%,7.0,f,0.0,0.0,2813.236427,2813.24,2400.0,413.24,0.0,0.0,0.0,Nov-12,1123.15,,Jun-18,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
38718,,,7250.0,6600.0,982.1, 36 months,8.00%,206.83,A,A3,Veterinary Specialty Center of Tucson,< 1 year,RENT,20800.0,Not Verified,Jun-08,Fully Paid,n,,"This loan will be used to pay off the last of my high interest debt on my credit card.  Unfortunately, I relied too much on my credit cards while I was a full time student.  I have been dedicated in paying off the balance and am even working as much overtime as possible so that any extra income can be put directly toward paying off this debt.  I am hoping to make a move to another state in the near future, but I do not feel that this is a risk that I can take with this debt hanging over me.  I am a good candidate for this loan because I have graduated from college, am responsible and go to work full time, consistently make my payments on time, have good credit history, and am dedicated to getting out of debt as quickly as possible.",credit_card,Paying off debt,857xx,AZ,10.04,0.0,Dec-98,0.0,,,3.0,0.0,7797.0,72.20%,8.0,f,0.0,0.0,7445.471857,1012.01,6600.0,845.48,0.0,0.0,0.0,Jun-11,206.77,,May-18,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
17330,,,15000.0,15000.0,14750.0, 36 months,11.11%,491.87,B,B5,American Express,10+ years,MORTGAGE,90000.0,Verified,Apr-11,Fully Paid,n,,,credit_card,Credit Card Loan,840xx,UT,17.91,0.0,Jul-87,0.0,,,21.0,0.0,41263.0,43.40%,30.0,f,0.0,0.0,17707.00152,17411.88,15000.0,2707.0,0.0,0.0,0.0,Apr-14,556.44,,Apr-14,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
24475,,,20000.0,20000.0,19830.43602, 36 months,13.72%,680.84,C,C5,NYPD,10+ years,RENT,110000.0,Source Verified,Oct-10,Fully Paid,n,,,credit_card,New credit life,104xx,NY,6.75,0.0,Mar-95,2.0,,106.0,12.0,1.0,3163.0,57.50%,17.0,f,0.0,0.0,24512.23523,24268.84,20000.0,4512.24,0.0,0.0,0.0,Nov-13,694.25,,Nov-13,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
21018,,,14400.0,14400.0,14400.0, 36 months,7.66%,448.99,A,A5,The Whitlock Group,< 1 year,MORTGAGE,82000.0,Source Verified,Jan-11,Fully Paid,n,,"  Borrower added on 01/09/11 > This loan is for several home improvement projects that will ultimately raise the resale value of our home. With this we will be adding crown molding, a storage closet, coat closet and french doors to close in our home office. We will also be updating the light and plumbing fixtures throughout the home. We decided not to wait and do these over time, but to get these done now so we can enjoy these enhancements and also continue with smaller projects that do not require financing. <br/><br/>I've worked in my industry greater than 20 years and with my background and certifications am highly sought after. I'm now the Systems Integration Manager of a local branch of a large technology company. The company is strong and my position is stable. <br/><br/>Although her income is not considered for the loan, my wife is a CSR and has about 14 years experience in her field. She is also employed by a stable and growing company. We watch our finances closely and often payback our obligations early with our above average income.<br/>",home_improvement,Home Improvement,346xx,FL,13.1,0.0,Jul-05,0.0,,,13.0,0.0,12845.0,36.20%,18.0,f,0.0,0.0,16164.22669,16164.23,14400.0,1764.23,0.0,0.0,0.0,Jan-14,486.78,,Apr-17,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
22920,,,7200.0,7200.0,7200.0, 60 months,17.06%,179.18,E,E4,US ARMY,1 year,RENT,39342.48,Source Verified,Dec-10,Fully Paid,n,,,debt_consolidation,Chanasty2011,809xx,CO,4.36,0.0,Jan-05,3.0,,,2.0,0.0,5389.0,85.50%,3.0,f,0.0,0.0,10668.89999,10668.9,7200.0,3468.9,0.0,0.0,0.0,Apr-15,1541.21,,Apr-15,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
3841,,,16750.0,16750.0,16750.0, 60 months,14.27%,392.1,C,C2,NCDMV,7 years,RENT,33535.0,Source Verified,Nov-11,Fully Paid,n,,"  Borrower added on 11/03/11 > Plan to use these funds to payoff my very high interest rate credit cards. I have had these cards for 5 years plus and have never been late or defaulted on payment. My monthly budget is 1500.00. Work for the state of North Carolina, DMV section. Before that NC Dept of Corrections. Have a total of 15 years employment with the State of North Carolina. Job is very secure. We provide a public service that would not be exposed to layoffs. Secure in my employment.<br/>",debt_consolidation,debt consolidation loan,287xx,NC,22.36,0.0,May-89,1.0,,,4.0,0.0,23761.0,77.90%,16.0,f,0.0,0.0,21487.11387,21487.11,16750.0,4737.11,0.0,0.0,0.0,Apr-14,10527.76,,May-14,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
