transaction_id,product_name,category,price,quantity,total_value,city,status,date,customer_id
TRX0000069,Kemeja Flannel,Fashion,186900,4,747600,Palembang,completed,2024-12-07,CUST039024
TRX0000070,Novel Bestseller,Books,90974,5,454870,Palembang,completed,2024-08-06,CUST010431
TRX0000071,Board Game Family,Toys,255133,2,510266,Bekasi,cancelled,2024-11-22,CUST034164
TRX0000072,Puzzle 1000 pcs,Toys,116547,1,116547,Medan,completed,2024-05-26,CUST022011
TRX0000073,Komik Manga Vol 1,Books,56821,2,113642,Depok,returned,2024-04-28,CUST010015
TRX0000074,Tanaman Monstera,Home & Garden,141296,3,423888,Semarang,completed,2024-10-04,CUST004081
TRX0000075,Talenan Kayu,Home & Garden,65745,5,328725,Jakarta,cancelled,2024-12-22,CUST037729
TRX0000076,Moisturizer Aloe,Beauty,140541,3,421623,Depok,cancelled,2024-06-01,CUST027461
TRX0000077,Talenan Kayu,Home & Garden,62276,4,249104,Jakarta,completed,2024-09-05,CUST022029
TRX0000078,Serum Vitamin C,Beauty,259005,2,518010,Palembang,completed,2024-11-14,CUST025823
TRX0000079,Smartphone X12,Electronics,3649887,2,7299774,Bandung,completed,2024-08-24,CUST017050
TRX0000080,Lip Cream Matte,Beauty,71252,3,213756,Depok,completed,2024-06-21,CUST049284
TRX0000081,Lip Cream Matte,Beauty,85836,4,343344,Palembang,completed,2024-01-10,CUST022936
TRX0000082,Tanaman Monstera,Home & Garden,157233,1,157233,Medan,completed,2024-01-16,CUST001336
TRX0000083,Madu Asli 500ml,Food & Beverage,106543,1,106543,Medan,completed,2024-10-15,CUST045841
TRX0000084,Sepatu Lari Pro,Sports,765286,5,3826430,Bandung,completed,2024-02-28,CUST007085
TRX0000085,TWS Earbuds,Electronics,460232,4,1840928,Medan,completed,2024-07-22,CUST038804
TRX0000086,Tanaman Monstera,Home & Garden,153577,3,460731,Makassar,cancelled,2024-12-16,CUST007934
TRX0000087,TWS Earbuds,Electronics,454420,3,1363260,Palembang,returned,2024-02-05,CUST022363
TRX0000088,Powerbank 20K,Electronics,307075,1,307075,Tangerang,returned,2024-08-09,CUST030130
TRX0000089,Granola Homemade,Food & Beverage,67713,5,338565,Bekasi,completed,2024-11-29,CUST035270
TRX0000090,Board Game Family,Toys,269684,5,1348420,Tangerang,cancelled,2024-05-17,CUST016089
TRX0000091,Tas Ransel Kulit,Fashion,612969,2,1225938,Makassar,completed,2024-08-25,CUST043791
TRX0000092,Lip Cream Matte,Beauty,66971,3,200913,Semarang,completed,2024-04-03,CUST023254
TRX0000093,Sepatu Lari Pro,Sports,793812,5,3969060,Bekasi,completed,2024-12-25,CUST000666
TRX0000094,Tanaman Monstera,Home & Garden,133748,4,534992,Palembang,cancelled,2024-09-07,CUST015750
TRX0000095,Board Game Family,Toys,270724,1,270724,Bekasi,completed,2024-02-17,CUST026503
TRX0000096,Lampu LED Strip,Home & Garden,99672,3,299016,Palembang,completed,2024-08-30,CUST022529
TRX0000097,Masker Wajah Sheet,Beauty,42715,4,170860,Bekasi,completed,2024-05-18,CUST015109
TRX0000098,Sneakers Canvas,Fashion,358972,5,1794860,Bandung,completed,2024-12-19,CUST014181
TRX0000099,RC Car Offroad,Toys,405602,5,2028010,Bekasi,completed,2024-11-01,CUST012722
TRX0000100,Dumbbell 5kg Pair,Sports,306644,3,919932,Palembang,completed,2024-01-08,CUST017978
TRX0000101,Smartphone X12,Electronics,3556026,2,7112052,Semarang,completed,2024-11-22,CUST000804
TRX0000102,Tas Gym Waterproof,Sports,243435,3,730305,Jakarta,completed,2024-04-04,CUST031309
TRX0000103,Kaos Polos Premium,Fashion,125157,1,125157,Jakarta,completed,2024-10-22,CUST009778
TRX0000104,Matras Yoga 6mm,Sports,200930,1,200930,Depok,completed,2024-10-12,CUST039068
TRX0000105,Air Purifier Mini,Home & Garden,655597,4,2622388,Makassar,completed,2024-06-01,CUST020014
TRX0000106,"Smart TV 43""",Electronics,4665933,1,4665933,Medan,completed,2024-04-16,CUST043282
TRX0000107,Sneakers Canvas,Fashion,350344,5,1751720,Bandung,completed,2024-02-08,CUST026773
TRX0000108,Playdough Set,Toys,94142,1,94142,Bekasi,returned,2024-04-28,CUST018529
TRX0000109,Lego City Set,Toys,475296,3,1425888,Makassar,returned,2024-11-16,CUST012965
TRX0000110,Sunscreen SPF50,Beauty,146938,2,293876,Bandung,completed,2024-05-16,CUST003909
TRX0000111,Protein Bar Box,Food & Beverage,200560,5,1002800,Semarang,completed,2024-05-27,CUST030717
TRX0000112,Tas Gym Waterproof,Sports,277536,5,1387680,Semarang,completed,2024-10-03,CUST005272
TRX0000113,Powerbank 20K,Electronics,299700,5,1498500,Jakarta,completed,2024-05-08,CUST015003
TRX0000114,TWS Earbuds,Electronics,460293,2,920586,Palembang,returned,2024-08-28,CUST028982
TRX0000115,Dumbbell 5kg Pair,Sports,367706,4,1470824,Semarang,completed,2024-11-21,CUST030803
TRX0000116,Novel Bestseller,Books,83599,1,83599,Tangerang,completed,2024-03-23,CUST045461
TRX0000117,RC Car Offroad,Toys,398534,4,1594136,Jakarta,completed,2024-10-08,CUST005772
TRX0000118,Buku Pemrograman Py,Books,137312,4,549248,Jakarta,returned,2024-09-20,CUST035560
TRX0000119,Board Game Family,Toys,238221,5,1191105,Makassar,cancelled,2024-07-04,CUST032670
TRX0000120,Lego City Set,Toys,409980,5,2049900,Bekasi,completed,2024-03-08,CUST045761
TRX0000121,Lego City Set,Toys,386397,5,1931985,Bandung,completed,2024-05-02,CUST036100
TRX0000122,"Smart TV 43""",Electronics,3986828,2,7973656,Semarang,completed,2024-02-28,CUST042449
TRX0000123,Granola Homemade,Food & Beverage,84734,3,254202,Bekasi,completed,2024-09-17,CUST031622
TRX0000124,Puzzle 1000 pcs,Toys,123379,2,246758,Medan,completed,2024-07-15,CUST033309
TRX0000125,Kopi Arabica 250g,Food & Beverage,79294,4,317176,Palembang,completed,2024-06-23,CUST000169
TRX0000126,Sepatu Lari Pro,Sports,936056,5,4680280,Semarang,cancelled,2024-12-03,CUST009739
TRX0000127,Playdough Set,Toys,94553,3,283659,Palembang,completed,2024-10-09,CUST029842
TRX0000128,Rich Dad Poor Dad,Books,112134,2,224268,Depok,completed,2024-10-19,CUST026921
TRX0000129,TWS Earbuds,Electronics,483035,4,1932140,Bandung,completed,2024-07-16,CUST002427
TRX0000130,Green Tea Premium,Food & Beverage,62678,3,188034,Semarang,completed,2024-02-21,CUST034469
TRX0000131,Lego City Set,Toys,480029,4,1920116,Bandung,completed,2024-12-01,CUST030769
TRX0000132,Sepatu Lari Pro,Sports,881431,4,3525724,Surabaya,cancelled,2024-11-28,CUST021533
TRX0000133,Lip Cream Matte,Beauty,80967,4,323868,Jakarta,completed,2024-10-04,CUST004485
TRX0000134,Lampu LED Strip,Home & Garden,109176,1,109176,Surabaya,cancelled,2024-08-10,CUST041534
TRX0000135,Kemeja Flannel,Fashion,188980,3,566940,Jakarta,completed,2024-01-15,CUST003678
TRX0000136,Sepatu Lari Pro,Sports,818084,2,1636168,Palembang,completed,2024-05-05,CUST037089
TRX0000137,Madu Asli 500ml,Food & Beverage,108302,5,541510,Makassar,returned,2024-07-14,CUST015784
TRX0000138,Playdough Set,Toys,84828,4,339312,Bekasi,completed,2024-11-22,CUST016734
TRX0000139,Powerbank 20K,Electronics,313701,5,1568505,Surabaya,completed,2024-03-21,CUST022647
TRX0000140,Tas Gym Waterproof,Sports,258988,4,1035952,Medan,completed,2024-06-03,CUST031668
TRX0000141,Sneakers Canvas,Fashion,366475,3,1099425,Bekasi,returned,2024-10-21,CUST019349
TRX0000142,Powerbank 20K,Electronics,261056,5,1305280,Jakarta,completed,2024-12-17,CUST048836
TRX0000143,RC Car Offroad,Toys,411434,2,822868,Tangerang,completed,2024-11-06,CUST041722
TRX0000144,Air Purifier Mini,Home & Garden,629127,2,1258254,Surabaya,returned,2024-11-17,CUST042359
TRX0000145,TWS Earbuds,Electronics,488962,1,488962,Tangerang,returned,2024-10-23,CUST008613
TRX0000146,Tas Ransel Kulit,Fashion,521408,4,2085632,Medan,completed,2024-03-30,CUST035351
TRX0000147,Komik Manga Vol 1,Books,65034,3,195102,Bekasi,cancelled,2024-03-25,CUST031579
TRX0000148,Sepatu Lari Pro,Sports,927579,4,3710316,Bandung,cancelled,2024-02-08,CUST014786
TRX0000149,Masker Wajah Sheet,Beauty,43187,4,172748,Bekasi,completed,2024-01-08,CUST008100
TRX0000150,RC Car Offroad,Toys,399702,3,1199106,Depok,cancelled,2024-10-26,CUST041848
TRX0000151,Atomic Habits ID,Books,124189,4,496756,Makassar,completed,2024-01-13,CUST021497
TRX0000152,Tanaman Monstera,Home & Garden,150890,4,603560,Bekasi,returned,2024-12-24,CUST026759
TRX0000153,Sneakers Canvas,Fashion,328169,1,328169,Semarang,completed,2024-06-04,CUST006370
TRX0000154,Air Purifier Mini,Home & Garden,605675,4,2422700,Palembang,completed,2024-07-08,CUST038492
TRX0000155,Granola Homemade,Food & Beverage,78485,4,313940,Depok,completed,2024-11-11,CUST002145
TRX0000156,Rich Dad Poor Dad,Books,96335,2,192670,Surabaya,returned,2024-07-04,CUST024074
TRX0000157,Atomic Habits ID,Books,114394,2,228788,Semarang,completed,2024-03-03,CUST043436
TRX0000158,Air Purifier Mini,Home & Garden,776103,1,776103,Medan,completed,2024-06-19,CUST037001
TRX0000159,Tanaman Monstera,Home & Garden,159347,5,796735,Makassar,completed,2024-04-16,CUST015270
TRX0000160,Rich Dad Poor Dad,Books,106486,5,532430,Bekasi,cancelled,2024-01-02,CUST009483
TRX0000161,Green Tea Premium,Food & Beverage,50885,2,101770,Jakarta,completed,2024-02-26,CUST000974
TRX0000162,Rich Dad Poor Dad,Books,100612,1,100612,Bekasi,completed,2024-03-30,CUST008308
TRX0000163,Masker Wajah Sheet,Beauty,39784,1,39784,Semarang,cancelled,2024-08-31,CUST023727
TRX0000164,Kemeja Flannel,Fashion,210241,5,1051205,Palembang,completed,2024-01-23,CUST030019
TRX0000165,Smartphone X12,Electronics,4023516,4,16094064,Surabaya,completed,2024-08-06,CUST046688
TRX0000166,Lego City Set,Toys,503901,3,1511703,Bandung,completed,2024-11-07,CUST008271
TRX0000167,Jump Rope Speed,Sports,88393,5,441965,Tangerang,completed,2024-12-30,CUST039151
TRX0000168,Tas Gym Waterproof,Sports,245408,4,981632,Surabaya,cancelled,2024-02-20,CUST042908
TRX0000169,Talenan Kayu,Home & Garden,67011,2,134022,Tangerang,cancelled,2024-07-30,CUST029721
TRX0000170,Moisturizer Aloe,Beauty,176365,3,529095,Tangerang,returned,2024-08-06,CUST016705
TRX0000171,Rich Dad Poor Dad,Books,103492,4,413968,Surabaya,cancelled,2024-02-04,CUST005595
TRX0000172,Kemeja Flannel,Fashion,184583,3,553749,Palembang,completed,2024-03-07,CUST038435
TRX0000173,Atomic Habits ID,Books,114842,4,459368,Bekasi,completed,2024-01-27,CUST020477
TRX0000174,Atomic Habits ID,Books,120758,2,241516,Semarang,completed,2024-03-20,CUST007093
TRX0000175,Komik Manga Vol 1,Books,62417,3,187251,Medan,cancelled,2024-10-20,CUST028123
TRX0000176,"Smart TV 43""",Electronics,4627773,3,13883319,Bandung,completed,2024-01-15,CUST046053
TRX0000177,Sepatu Lari Pro,Sports,812010,2,1624020,Makassar,returned,2024-03-14,CUST026266
TRX0000178,Sneakers Canvas,Fashion,407470,1,407470,Palembang,completed,2024-02-16,CUST024655
TRX0000179,Moisturizer Aloe,Beauty,157124,3,471372,Tangerang,cancelled,2024-06-08,CUST037198
TRX0000180,Kaos Polos Premium,Fashion,115670,5,578350,Surabaya,completed,2024-01-26,CUST029040
TRX0000181,Moisturizer Aloe,Beauty,170300,4,681200,Medan,cancelled,2024-05-19,CUST033578
TRX0000182,Tas Ransel Kulit,Fashion,538435,3,1615305,Makassar,completed,2024-12-13,CUST034534
TRX0000183,Matras Yoga 6mm,Sports,160327,5,801635,Jakarta,completed,2024-01-29,CUST019754
TRX0000184,Pot Keramik Set,Home & Garden,237434,3,712302,Surabaya,completed,2024-06-16,CUST032597
TRX0000185,Serum Vitamin C,Beauty,208857,5,1044285,Medan,completed,2024-12-26,CUST036617
TRX0000186,Atomic Habits ID,Books,114356,1,114356,Jakarta,completed,2024-08-11,CUST005103
TRX0000187,Komik Manga Vol 1,Books,63621,4,254484,Depok,completed,2024-12-29,CUST007549
TRX0000188,Sunscreen SPF50,Beauty,165279,2,330558,Semarang,cancelled,2024-11-12,CUST045195
TRX0000189,Atomic Habits ID,Books,115759,1,115759,Depok,completed,2024-05-04,CUST026244
TRX0000190,Kemeja Flannel,Fashion,233343,3,700029,Tangerang,cancelled,2024-04-23,CUST011019
TRX0000191,Celana Chino,Fashion,306790,5,1533950,Medan,cancelled,2024-09-18,CUST022897
TRX0000192,Rich Dad Poor Dad,Books,90246,2,180492,Medan,completed,2024-05-11,CUST039479
TRX0000193,Kopi Arabica 250g,Food & Beverage,76767,4,307068,Makassar,cancelled,2024-08-25,CUST037977
TRX0000194,Playdough Set,Toys,99075,5,495375,Tangerang,completed,2024-06-14,CUST028821
TRX0000195,Kemeja Flannel,Fashion,206359,3,619077,Makassar,completed,2024-05-20,CUST023065
TRX0000196,Tas Ransel Kulit,Fashion,543687,1,543687,Tangerang,cancelled,2024-01-30,CUST018814
TRX0000197,Kaos Polos Premium,Fashion,133450,5,667250,Semarang,completed,2024-07-15,CUST036328
TRX0000198,Powerbank 20K,Electronics,314360,5,1571800,Medan,completed,2024-11-29,CUST039650
TRX0000199,Playdough Set,Toys,85049,1,85049,Surabaya,cancelled,2024-08-18,CUST022508
TRX0000200,Celana Chino,Fashion,307932,1,307932,Semarang,completed,2024-05-06,CUST034346
TRX0000201,Protein Bar Box,Food & Beverage,187561,3,562683,Depok,cancelled,2024-07-17,CUST022176
TRX0000202,TWS Earbuds,Electronics,391398,1,391398,Depok,completed,2024-10-12,CUST016515
TRX0000203,Protein Bar Box,Food & Beverage,170517,2,341034,Bekasi,returned,2024-06-28,CUST045776
TRX0000204,Serum Vitamin C,Beauty,241700,1,241700,Palembang,completed,2024-06-07,CUST042172
TRX0000205,Rich Dad Poor Dad,Books,103001,5,515005,Depok,completed,2024-02-17,CUST023713
TRX0000206,TWS Earbuds,Electronics,424196,2,848392,Semarang,completed,2024-06-23,CUST014847
TRX0000207,Madu Asli 500ml,Food & Beverage,104777,1,104777,Palembang,cancelled,2024-09-16,CUST048408
TRX0000208,TWS Earbuds,Electronics,500813,5,2504065,Makassar,completed,2024-03-08,CUST010110
TRX0000209,Madu Asli 500ml,Food & Beverage,131928,5,659640,Semarang,completed,2024-03-25,CUST026927
TRX0000210,Rich Dad Poor Dad,Books,111805,5,559025,Semarang,completed,2024-05-25,CUST034997
TRX0000211,Lampu LED Strip,Home & Garden,108269,4,433076,Tangerang,returned,2024-04-09,CUST037384
TRX0000212,Board Game Family,Toys,297228,4,1188912,Palembang,completed,2024-09-14,CUST010621
TRX0000213,Air Purifier Mini,Home & Garden,606233,3,1818699,Semarang,cancelled,2024-01-27,CUST024328
TRX0000214,Celana Chino,Fashion,326078,3,978234,Bandung,completed,2024-02-12,CUST029447
TRX0000215,Granola Homemade,Food & Beverage,65813,2,131626,Tangerang,completed,2024-08-18,CUST027191
TRX0000216,Powerbank 20K,Electronics,280168,2,560336,Surabaya,completed,2024-07-16,CUST014716
TRX0000217,TWS Earbuds,Electronics,508161,3,1524483,Bandung,completed,2024-03-15,CUST018801
TRX0000218,Puzzle 1000 pcs,Toys,134706,4,538824,Makassar,completed,2024-08-17,CUST005193
TRX0000219,TWS Earbuds,Electronics,411613,2,823226,Makassar,completed,2024-10-07,CUST027739
TRX0000220,Tas Ransel Kulit,Fashion,506710,1,506710,Medan,completed,2024-01-25,CUST041875
TRX0000221,Lego City Set,Toys,397465,4,1589860,Palembang,completed,2024-11-01,CUST041416
TRX0000222,Pot Keramik Set,Home & Garden,206223,1,206223,Tangerang,completed,2024-11-10,CUST037400
TRX0000223,Serum Vitamin C,Beauty,246588,1,246588,Tangerang,completed,2024-09-25,CUST034476
TRX0000224,Powerbank 20K,Electronics,311359,1,311359,Depok,completed,2024-11-21,CUST016624
TRX0000225,TWS Earbuds,Electronics,488950,3,1466850,Surabaya,cancelled,2024-05-03,CUST038136
TRX0000226,Rich Dad Poor Dad,Books,84603,5,423015,Bandung,cancelled,2024-06-22,CUST044872
TRX0000227,Board Game Family,Toys,285868,2,571736,Semarang,completed,2024-02-02,CUST019232
TRX0000228,Tanaman Monstera,Home & Garden,157663,1,157663,Bekasi,completed,2024-06-10,CUST026099
TRX0000229,RC Car Offroad,Toys,327174,2,654348,Tangerang,cancelled,2024-05-26,CUST003133
TRX0000230,Buku Pemrograman Py,Books,128664,3,385992,Depok,returned,2024-08-11,CUST028819
TRX0000231,Lip Cream Matte,Beauty,89085,4,356340,Semarang,completed,2024-12-20,CUST034032
TRX0000232,Matras Yoga 6mm,Sports,186921,1,186921,Makassar,cancelled,2024-08-08,CUST011827
TRX0000233,Sepatu Lari Pro,Sports,748662,3,2245986,Bekasi,completed,2024-12-04,CUST029224
TRX0000234,Serum Vitamin C,Beauty,248378,3,745134,Jakarta,returned,2024-08-16,CUST023106
TRX0000235,Lip Cream Matte,Beauty,81263,1,81263,Depok,completed,2024-02-08,CUST033626
TRX0000236,Kopi Arabica 250g,Food & Beverage,75890,5,379450,Semarang,completed,2024-12-13,CUST008273
TRX0000237,Sneakers Canvas,Fashion,411750,3,1235250,Depok,completed,2024-07-04,CUST002123
TRX0000238,Granola Homemade,Food & Beverage,85098,3,255294,Surabaya,completed,2024-08-15,CUST009024
TRX0000239,Novel Bestseller,Books,83099,3,249297,Surabaya,completed,2024-05-07,CUST048214
TRX0000240,Granola Homemade,Food & Beverage,75399,5,376995,Bekasi,cancelled,2024-03-01,CUST017059
TRX0000241,Puzzle 1000 pcs,Toys,143613,3,430839,Semarang,completed,2024-12-21,CUST008038
TRX0000242,Kopi Arabica 250g,Food & Beverage,83777,4,335108,Tangerang,returned,2024-02-14,CUST022769
TRX0000243,Celana Chino,Fashion,298732,3,896196,Bandung,cancelled,2024-03-21,CUST023691
TRX0000244,Tanaman Monstera,Home & Garden,166103,2,332206,Semarang,completed,2024-05-01,CUST023652
TRX0000245,Novel Bestseller,Books,96016,5,480080,Makassar,completed,2024-03-07,CUST004309
TRX0000246,Tas Gym Waterproof,Sports,281720,4,1126880,Depok,cancelled,2024-09-26,CUST026833
TRX0000247,Sneakers Canvas,Fashion,433851,1,433851,Semarang,returned,2024-08-18,CUST033906
TRX0000248,Rich Dad Poor Dad,Books,109112,5,545560,Makassar,completed,2024-11-23,CUST008457
TRX0000249,Masker Wajah Sheet,Beauty,50544,1,50544,Palembang,completed,2024-03-04,CUST019932
TRX0000250,Madu Asli 500ml,Food & Beverage,113615,2,227230,Palembang,completed,2024-06-26,CUST005169
TRX0000251,Dumbbell 5kg Pair,Sports,332965,5,1664825,Bandung,returned,2024-05-20,CUST019846
TRX0000252,Celana Chino,Fashion,307477,5,1537385,Bandung,completed,2024-10-24,CUST043171
TRX0000253,Komik Manga Vol 1,Books,56053,1,56053,Jakarta,returned,2024-02-11,CUST037800
TRX0000254,Dumbbell 5kg Pair,Sports,345628,4,1382512,Jakarta,completed,2024-11-12,CUST041102
TRX0000255,Sepatu Lari Pro,Sports,845650,4,3382600,Semarang,completed,2024-06-01,CUST045129
TRX0000256,Laptop UltraBook,Electronics,8051429,4,32205716,Medan,completed,2024-08-25,CUST039759
TRX0000257,Protein Bar Box,Food & Beverage,216146,3,648438,Depok,completed,2024-06-25,CUST049851
TRX0000258,Komik Manga Vol 1,Books,66202,3,198606,Semarang,completed,2024-05-03,CUST017530
TRX0000259,Puzzle 1000 pcs,Toys,111532,1,111532,Depok,cancelled,2024-05-28,CUST040330
TRX0000260,Serum Vitamin C,Beauty,267619,2,535238,Makassar,returned,2024-06-16,CUST020495
TRX0000261,Pot Keramik Set,Home & Garden,219885,5,1099425,Semarang,completed,2024-08-27,CUST032596
TRX0000262,Smartphone X12,Electronics,3967494,5,19837470,Medan,completed,2024-08-22,CUST038231
TRX0000263,Atomic Habits ID,Books,102089,4,408356,Semarang,completed,2024-11-01,CUST035173
TRX0000264,Smartphone X12,Electronics,3427474,3,10282422,Depok,completed,2024-07-06,CUST002966
TRX0000265,Sunscreen SPF50,Beauty,148057,2,296114,Palembang,completed,2024-07-04,CUST004819
TRX0000266,Masker Wajah Sheet,Beauty,44329,5,221645,Makassar,returned,2024-05-23,CUST040046
TRX0000267,Sneakers Canvas,Fashion,434159,4,1736636,Tangerang,completed,2024-07-10,CUST023961
