TransactionID,CustomerID,ProductCategory,SalesPrice,Quantity,TransactionDate,Region,DISC04
TR3320,C924,CLOTHING,86.0,2,2024-01-02,CENTRAL,DISC04
TR4217,C352,CLOTHING,74.44,3,2024-01-02,EAST,DISC04
TR8471,C503,TOYS,45.12,3,2024-01-02,CENTRAL,DISC04
TR7744,C885,TOYS,55.52,3,2024-01-02,WEST,DISC04
TX1233,C194,CLOTHING,46.77,4,2024-01-02,EAST,DISC04
TX3806,C264,CLOTHING,71.12,4,2024-01-02,WEST,DISC04
TX1980,C525,CLOTHING,60.93,4,2024-01-02,WEST,DISC04
TR6812,C549,FOOD,14.73,4,2024-01-02,EAST,DISC04
TR1828,C739,CLOTHING,51.25,4,2024-01-02,EAST,DISC04
TR8407,C232,CLOTHING,68.37,5,2024-01-02,EAST,DISC04
TR6618,C570,TOYS,44.12,5,2024-01-02,WEST,DISC04
TRX484,C242,FOOD,15.06,6,2024-01-02,CENTRAL,DISC04
TR1022,C786,CLOTHING,53.64,6,2024-01-02,CENTRAL,DISC04
TRX252,C892,TOYS,34.55,6,2024-01-02,CENTRAL,DISC04
TR4661,C1008,CLOTHING,63.3,7,2024-01-02,EAST,DISC04
TX2073,C1011,CLOTHING,69.68,7,2024-01-02,CENTRAL,DISC04
TR4892,C160,CLOTHING,69.62,7,2024-01-02,CENTRAL,DISC04
TX6353,C506,BOOKS,29.27,7,2024-01-02,EAST,DISC04
TRX445,C744,TOYS,43.14,7,2024-01-02,EAST,DISC04
TR0813,C824,TOYS,26.0,7,2024-01-02,EAST,DISC04
TR8035,C841,CLOTHING,59.27,7,2024-01-02,WEST,DISC04
TX1899,C851,BOOKS,12.78,7,2024-01-02,WEST,DISC04
TX4382,C1047,CLOTHING,77.47,8,2024-01-02,CENTRAL,DISC04
TRX173,C441,FOOD,13.99,8,2024-01-02,CENTRAL,DISC04
TRX329,C813,TOYS,43.36,8,2024-01-02,EAST,DISC04
TR4379,C821,FOOD,12.07,8,2024-01-02,EAST,DISC04
TR8222,C891,FOOD,11.24,8,2024-01-02,CENTRAL,DISC04
TRX251,C918,TOYS,35.72,8,2024-01-02,EAST,DISC04
TR1389,C1035,TOYS,40.1,9,2024-01-02,WEST,DISC04
TR7526,C162,CLOTHING,72.07,9,2024-01-02,EAST,DISC04
TRX440,C288,TOYS,35.65,9,2024-01-02,EAST,DISC04
TRX307,C304,FOOD,14.3,9,2024-01-02,WEST,DISC04
TR4268,C308,TOYS,37.64,9,2024-01-02,EAST,DISC04
TX6272,C377,CLOTHING,65.51,9,2024-01-02,CENTRAL,DISC04
TR5870,C544,FOOD,12.07,9,2024-01-02,WEST,DISC04
TRX349,C766,TOYS,41.91,9,2024-01-02,EAST,DISC04
TRX936,C231,FOOD,11.62,10,2024-01-02,CENTRAL,DISC04
TX3993,C380,BOOKS,37.2,10,2024-01-02,WEST,DISC04
TRX547,C637,TOYS,26.0,10,2024-01-02,EAST,DISC04
TX2186,C672,BOOKS,41.46,10,2024-01-02,WEST,DISC04
TRX642,C676,TOYS,46.24,10,2024-01-02,CENTRAL,DISC04
TRX418,C867,FOOD,15.35,10,2024-01-02,WEST,DISC04
TRX563,C494,FOOD,12.06,1,2024-01-03,EAST,DISC04
TR3922,C586,TOYS,37.6,1,2024-01-03,WEST,DISC04
TX6251,C797,BOOKS,23.97,1,2024-01-03,CENTRAL,DISC04
TR4798,C800,TOYS,45.85,1,2024-01-03,WEST,DISC04
TX6195,C833,CLOTHING,56.99,1,2024-01-03,EAST,DISC04
TX1637,C312,CLOTHING,59.67,2,2024-01-03,EAST,DISC04
TR2615,C343,CLOTHING,52.31,2,2024-01-03,EAST,DISC04
TR7514,C181,FOOD,14.32,3,2024-01-03,EAST,DISC04
TX3866,C255,CLOTHING,63.09,3,2024-01-03,EAST,DISC04
TRX605,C651,TOYS,32.94,3,2024-01-03,CENTRAL,DISC04
TR7424,C741,TOYS,26.0,3,2024-01-03,CENTRAL,DISC04
TX5471,C889,CLOTHING,64.86,3,2024-01-03,EAST,DISC04
TX1596,C1025,CLOTHING,66.85,4,2024-01-03,WEST,DISC04
TX1820,C104,CLOTHING,40.0,4,2024-01-03,WEST,DISC04
TR8330,C760,CLOTHING,55.1,4,2024-01-03,EAST,DISC04
TRX574,C829,FOOD,14.81,4,2024-01-03,CENTRAL,DISC04
TX3458,C864,CLOTHING,55.06,4,2024-01-03,CENTRAL,DISC04
TX4725,C186,BOOKS,40.36,5,2024-01-03,CENTRAL,DISC04
TX4863,C365,CLOTHING,56.61,5,2024-01-03,WEST,DISC04
TR7335,C405,CLOTHING,59.94,5,2024-01-03,WEST,DISC04
TX1479,C410,CLOTHING,44.49,5,2024-01-03,EAST,DISC04
TRX598,C457,FOOD,11.11,5,2024-01-03,WEST,DISC04
TX4422,C477,CLOTHING,71.99,5,2024-01-03,WEST,DISC04
TX1999,C535,BOOKS,34.7,5,2024-01-03,CENTRAL,DISC04
TRX645,C623,FOOD,12.38,5,2024-01-03,CENTRAL,DISC04
TX3973,C875,BOOKS,33.33,5,2024-01-03,WEST,DISC04
TR1042,C164,FOOD,10.18,6,2024-01-03,CENTRAL,DISC04
TX3152,C176,BOOKS,10.32,6,2024-01-03,CENTRAL,DISC04
TX3115,C270,CLOTHING,71.06,6,2024-01-03,EAST,DISC04
TR6726,C472,CLOTHING,42.36,6,2024-01-03,EAST,DISC04
TRX458,C741,TOYS,43.22,6,2024-01-03,WEST,DISC04
TRX113,C816,TOYS,38.77,6,2024-01-03,CENTRAL,DISC04
TR5874,C907,FOOD,15.01,6,2024-01-03,WEST,DISC04
TR1011,C913,TOYS,28.66,6,2024-01-03,EAST,DISC04
TX2866,C414,CLOTHING,69.05,7,2024-01-03,EAST,DISC04
TX5665,C470,BOOKS,24.55,7,2024-01-03,WEST,DISC04
TR4106,C547,FOOD,14.8,7,2024-01-03,EAST,DISC04
TR2495,C567,TOYS,49.7,7,2024-01-03,WEST,DISC04
TR3477,C882,TOYS,34.93,7,2024-01-03,EAST,DISC04
TRX692,C169,FOOD,13.85,8,2024-01-03,CENTRAL,DISC04
TX4772,C179,BOOKS,16.56,8,2024-01-03,WEST,DISC04
TX0330,C236,BOOKS,25.28,8,2024-01-03,WEST,DISC04
TRX432,C511,TOYS,28.35,8,2024-01-03,EAST,DISC04
TR3037,C518,CLOTHING,51.31,8,2024-01-03,WEST,DISC04
TR1685,C646,FOOD,16.4,8,2024-01-03,WEST,DISC04
TR3101,C920,TOYS,36.89,8,2024-01-03,WEST,DISC04
TRX696,C403,TOYS,39.04,9,2024-01-03,WEST,DISC04
TR7264,C456,TOYS,39.53,9,2024-01-03,EAST,DISC04
TX1844,C644,CLOTHING,58.7,9,2024-01-03,CENTRAL,DISC04
TR1270,C665,FOOD,13.15,9,2024-01-03,EAST,DISC04
TR6306,C698,FOOD,10.26,9,2024-01-03,CENTRAL,DISC04
TX6070,C858,BOOKS,24.18,9,2024-01-03,CENTRAL,DISC04
TX5395,C934,BOOKS,31.25,9,2024-01-03,WEST,DISC04
TR2972,C882,TOYS,42.94,10,2024-01-03,WEST,DISC04
TRX404,C913,TOYS,31.61,10,2024-01-03,CENTRAL,DISC04
TR2703,C425,CLOTHING,51.52,1,2024-01-04,EAST,DISC04
TR3576,C462,CLOTHING,40.13,1,2024-01-04,CENTRAL,DISC04
TX1530,C474,CLOTHING,67.16,1,2024-01-04,CENTRAL,DISC04
TRX589,C560,TOYS,38.89,1,2024-01-04,WEST,DISC04
TR5042,C610,CLOTHING,48.26,1,2024-01-04,WEST,DISC04
TRX259,C668,FOOD,15.69,1,2024-01-04,EAST,DISC04
TRX102,C751,TOYS,41.67,1,2024-01-04,CENTRAL,DISC04
TX3519,C868,CLOTHING,64.34,1,2024-01-04,WEST,DISC04
TR2746,C1077,FOOD,11.92,2,2024-01-04,CENTRAL,DISC04
TR5214,C173,FOOD,13.41,2,2024-01-04,CENTRAL,DISC04
TRX256,C262,TOYS,41.89,2,2024-01-04,WEST,DISC04
TX1685,C849,BOOKS,24.61,2,2024-01-04,EAST,DISC04
TX5751,C161,BOOKS,32.45,3,2024-01-04,EAST,DISC04
TR2817,C430,TOYS,26.0,3,2024-01-04,EAST,DISC04
TR3819,C433,CLOTHING,54.82,3,2024-01-04,WEST,DISC04
TRX440,C507,TOYS,37.79,3,2024-01-04,EAST,DISC04
TR1597,C628,FOOD,16.45,3,2024-01-04,CENTRAL,DISC04
TX3775,C723,BOOKS,38.38,3,2024-01-04,CENTRAL,DISC04
TX0192,C944,BOOKS,10.0,3,2024-01-04,EAST,DISC04
TR5899,C957,FOOD,11.37,3,2024-01-04,WEST,DISC04
TX0847,C120,BOOKS,37.39,4,2024-01-04,CENTRAL,DISC04
TRX664,C197,TOYS,26.0,4,2024-01-04,WEST,DISC04
TRX625,C401,FOOD,10.75,4,2024-01-04,WEST,DISC04
TX1689,C500,CLOTHING,55.28,4,2024-01-04,CENTRAL,DISC04
TRX291,C712,TOYS,42.44,4,2024-01-04,WEST,DISC04
TX3398,C939,BOOKS,32.65,4,2024-01-04,CENTRAL,DISC04
TR3959,C264,CLOTHING,70.63,5,2024-01-04,WEST,DISC04
TX5612,C479,CLOTHING,61.01,5,2024-01-04,CENTRAL,DISC04
TX5197,C629,CLOTHING,68.25,5,2024-01-04,WEST,DISC04
TR5078,C734,FOOD,16.38,5,2024-01-04,CENTRAL,DISC04
TRX362,C865,TOYS,42.58,5,2024-01-04,EAST,DISC04
TRX202,C1055,TOYS,26.0,6,2024-01-04,WEST,DISC04
TRX661,C1084,TOYS,35.65,6,2024-01-04,EAST,DISC04
TR7169,C320,FOOD,10.73,6,2024-01-04,EAST,DISC04
TRX138,C396,TOYS,39.23,6,2024-01-04,CENTRAL,DISC04
TRX604,C133,FOOD,14.55,7,2024-01-04,EAST,DISC04
TR0937,C628,CLOTHING,43.8,7,2024-01-04,EAST,DISC04
TR8465,C838,FOOD,13.43,7,2024-01-04,EAST,DISC04
TR8705,C1048,FOOD,14.48,8,2024-01-04,CENTRAL,DISC04
TRX352,C119,FOOD,14.14,8,2024-01-04,WEST,DISC04
TX1677,C281,CLOTHING,73.17,8,2024-01-04,EAST,DISC04
TR7615,C545,CLOTHING,60.19,8,2024-01-04,CENTRAL,DISC04
TR1649,C545,FOOD,13.71,8,2024-01-04,CENTRAL,DISC04
TR6659,C570,TOYS,36.04,8,2024-01-04,WEST,DISC04
TRX371,C578,FOOD,10.41,8,2024-01-04,EAST,DISC04
TR8221,C724,TOYS,51.56,8,2024-01-04,EAST,DISC04
TR8726,C833,FOOD,13.99,8,2024-01-04,CENTRAL,DISC04
TRX680,C884,TOYS,35.22,8,2024-01-04,EAST,DISC04
TR8262,C1064,TOYS,27.22,9,2024-01-04,WEST,DISC04
TR1025,C226,CLOTHING,69.91,9,2024-01-04,EAST,DISC04
TR7733,C627,FOOD,11.7,9,2024-01-04,WEST,DISC04
TR4141,C685,TOYS,48.22,9,2024-01-04,EAST,DISC04
TR7580,C698,TOYS,26.0,9,2024-01-04,CENTRAL,DISC04
TR0904,C872,FOOD,9.0,9,2024-01-04,WEST,DISC04
TRX328,C917,FOOD,17.0,9,2024-01-04,CENTRAL,DISC04
TX5845,C391,CLOTHING,51.03,10,2024-01-04,EAST,DISC04
TRX214,C465,FOOD,9.87,10,2024-01-04,WEST,DISC04
TX5508,C571,BOOKS,10.0,10,2024-01-04,CENTRAL,DISC04
TR6264,C704,CLOTHING,64.23,10,2024-01-04,CENTRAL,DISC04
TRX133,C720,FOOD,11.97,10,2024-01-04,EAST,DISC04
TX2575,C910,BOOKS,59.91,10,2024-01-04,CENTRAL,DISC04
TR6203,C262,CLOTHING,86.0,1,2024-01-05,CENTRAL,DISC04
TX2507,C322,CLOTHING,54.74,1,2024-01-05,EAST,DISC04
TR5844,C350,TOYS,32.01,1,2024-01-05,CENTRAL,DISC04
TRX428,C351,FOOD,12.18,1,2024-01-05,CENTRAL,DISC04
TX0526,C538,CLOTHING,84.87,1,2024-01-05,CENTRAL,DISC04
TX3716,C544,CLOTHING,52.81,1,2024-01-05,CENTRAL,DISC04
TX0130,C724,BOOKS,14.05,1,2024-01-05,EAST,DISC04
TR6222,C802,CLOTHING,81.89,1,2024-01-05,WEST,DISC04
TX5653,C1073,CLOTHING,53.81,2,2024-01-05,WEST,DISC04
TX6958,C131,CLOTHING,48.23,2,2024-01-05,WEST,DISC04
TRX550,C388,FOOD,13.43,2,2024-01-05,CENTRAL,DISC04
TX3185,C426,CLOTHING,63.95,2,2024-01-05,EAST,DISC04
TR3514,C561,CLOTHING,83.71,2,2024-01-05,WEST,DISC04
TR1315,C838,FOOD,9.34,2,2024-01-05,EAST,DISC04
TX3898,C1084,CLOTHING,74.47,3,2024-01-05,CENTRAL,DISC04
TX5489,C324,BOOKS,17.12,3,2024-01-05,EAST,DISC04
TRX599,C479,TOYS,26.0,3,2024-01-05,EAST,DISC04
TX4368,C617,CLOTHING,73.49,3,2024-01-05,WEST,DISC04
TRX198,C663,TOYS,46.19,3,2024-01-05,CENTRAL,DISC04
TX2761,C736,CLOTHING,58.55,3,2024-01-05,EAST,DISC04
TX5102,C767,CLOTHING,53.19,3,2024-01-05,WEST,DISC04
TR7678,C778,FOOD,9.68,3,2024-01-05,EAST,DISC04
TR6807,C811,CLOTHING,65.21,3,2024-01-05,EAST,DISC04
TRX179,C957,TOYS,54.89,3,2024-01-05,CENTRAL,DISC04
TRX460,C191,TOYS,46.52,4,2024-01-05,WEST,DISC04
TR3472,C202,CLOTHING,47.76,4,2024-01-05,CENTRAL,DISC04
TRX162,C237,TOYS,55.25,4,2024-01-05,EAST,DISC04
TX6281,C253,CLOTHING,57.84,4,2024-01-05,WEST,DISC04
TX0448,C360,CLOTHING,40.0,4,2024-01-05,WEST,DISC04
TRX638,C424,FOOD,15.24,4,2024-01-05,WEST,DISC04
TR8898,C493,FOOD,17.0,4,2024-01-05,EAST,DISC04
TX3643,C531,CLOTHING,71.39,4,2024-01-05,WEST,DISC04
TR7676,C537,TOYS,43.08,4,2024-01-05,CENTRAL,DISC04
TRX216,C587,FOOD,11.24,4,2024-01-05,CENTRAL,DISC04
TR4486,C699,CLOTHING,59.3,4,2024-01-05,EAST,DISC04
TR3267,C720,FOOD,12.27,4,2024-01-05,CENTRAL,DISC04
TR0494,C837,TOYS,38.3,4,2024-01-05,CENTRAL,DISC04
TX4698,C841,BOOKS,18.81,4,2024-01-05,WEST,DISC04
TRX115,C945,FOOD,14.64,4,2024-01-05,CENTRAL,DISC04
TR6418,C966,FOOD,15.1,4,2024-01-05,CENTRAL,DISC04
TR0660,C289,FOOD,10.05,5,2024-01-05,CENTRAL,DISC04
TX5406,C422,BOOKS,20.86,5,2024-01-05,CENTRAL,DISC04
TR7227,C444,FOOD,9.0,5,2024-01-05,EAST,DISC04
TRX425,C493,FOOD,15.58,5,2024-01-05,EAST,DISC04
TR7103,C540,FOOD,15.28,5,2024-01-05,EAST,DISC04
TX2666,C837,BOOKS,23.3,5,2024-01-05,WEST,DISC04
TRX683,C991,FOOD,10.57,5,2024-01-05,CENTRAL,DISC04
TR7984,C107,TOYS,28.44,6,2024-01-05,WEST,DISC04
TX4481,C1080,CLOTHING,79.13,6,2024-01-05,CENTRAL,DISC04
TR2549,C252,TOYS,26.0,6,2024-01-05,EAST,DISC04
TR6850,C361,CLOTHING,62.0,6,2024-01-05,WEST,DISC04
TR5614,C692,FOOD,13.21,6,2024-01-05,EAST,DISC04
TX2862,C704,CLOTHING,40.0,6,2024-01-05,CENTRAL,DISC04
TR3861,C738,CLOTHING,63.96,6,2024-01-05,EAST,DISC04
TR8866,C790,FOOD,16.31,6,2024-01-05,EAST,DISC04
TX1155,C908,BOOKS,30.03,6,2024-01-05,WEST,DISC04
TX2726,C539,BOOKS,58.85,7,2024-01-05,EAST,DISC04
TR0081,C582,CLOTHING,52.8,7,2024-01-05,CENTRAL,DISC04
TR0083,C606,CLOTHING,59.97,7,2024-01-05,CENTRAL,DISC04
TX6434,C746,BOOKS,24.46,7,2024-01-05,WEST,DISC04
TR8766,C905,FOOD,13.9,7,2024-01-05,EAST,DISC04
TX1411,C928,BOOKS,18.48,7,2024-01-05,EAST,DISC04
TX5512,C977,BOOKS,15.76,7,2024-01-05,EAST,DISC04
TR3156,C267,CLOTHING,62.2,8,2024-01-05,CENTRAL,DISC04
TX2471,C404,BOOKS,19.42,8,2024-01-05,EAST,DISC04
TX2291,C553,CLOTHING,59.35,8,2024-01-05,WEST,DISC04
TRX118,C805,TOYS,26.0,8,2024-01-05,CENTRAL,DISC04
TRX400,C818,TOYS,48.24,8,2024-01-05,CENTRAL,DISC04
TRX357,C914,TOYS,43.67,8,2024-01-05,CENTRAL,DISC04
TR2028,C1077,CLOTHING,78.04,9,2024-01-05,CENTRAL,DISC04
TR0235,C171,TOYS,26.0,9,2024-01-05,EAST,DISC04
TRX633,C216,TOYS,48.74,9,2024-01-05,EAST,DISC04
TR4716,C328,FOOD,15.62,9,2024-01-05,CENTRAL,DISC04
TRX113,C629,TOYS,35.38,9,2024-01-05,WEST,DISC04
TRX514,C649,TOYS,34.5,9,2024-01-05,CENTRAL,DISC04
TX6499,C725,BOOKS,60.29,9,2024-01-05,EAST,DISC04
TX6451,C875,BOOKS,49.02,9,2024-01-05,EAST,DISC04
TR1144,C929,FOOD,15.75,9,2024-01-05,EAST,DISC04
TX2756,C216,BOOKS,27.22,10,2024-01-05,WEST,DISC04
TR3359,C353,CLOTHING,40.0,10,2024-01-05,EAST,DISC04
TRX083,C415,FOOD,11.96,10,2024-01-05,CENTRAL,DISC04
TR7195,C546,CLOTHING,42.83,10,2024-01-05,WEST,DISC04
TRX287,C611,FOOD,11.65,10,2024-01-05,CENTRAL,DISC04
TX6279,C945,BOOKS,53.98,10,2024-01-05,EAST,DISC04
TX2554,C1067,CLOTHING,59.04,1,2024-01-06,CENTRAL,DISC04
TR4912,C199,TOYS,38.28,1,2024-01-06,EAST,DISC04
TR8823,C252,CLOTHING,47.85,1,2024-01-06,CENTRAL,DISC04
TR2377,C539,CLOTHING,40.0,1,2024-01-06,EAST,DISC04
TR4152,C735,CLOTHING,71.51,1,2024-01-06,EAST,DISC04
TX3644,C768,CLOTHING,54.31,1,2024-01-06,CENTRAL,DISC04
TRX672,C856,FOOD,12.29,1,2024-01-06,EAST,DISC04
TR0345,C924,FOOD,16.31,1,2024-01-06,CENTRAL,DISC04
TR0940,C1003,TOYS,26.0,2,2024-01-06,EAST,DISC04
TX1963,C184,BOOKS,31.42,2,2024-01-06,WEST,DISC04
TX1142,C531,BOOKS,27.12,2,2024-01-06,CENTRAL,DISC04
TX2372,C701,BOOKS,57.0,2,2024-01-06,EAST,DISC04
TR1697,C802,TOYS,38.42,2,2024-01-06,WEST,DISC04
TRX285,C886,TOYS,34.58,2,2024-01-06,WEST,DISC04
TX4871,C985,BOOKS,10.0,2,2024-01-06,EAST,DISC04
TX4880,C205,CLOTHING,40.0,3,2024-01-06,WEST,DISC04
TR7882,C482,CLOTHING,62.83,3,2024-01-06,EAST,DISC04
TR0137,C684,FOOD,16.51,3,2024-01-06,EAST,DISC04
TRX434,C727,TOYS,26.0,3,2024-01-06,EAST,DISC04
TR2126,C752,FOOD,12.81,3,2024-01-06,EAST,DISC04
TX6762,C1000,CLOTHING,61.03,4,2024-01-06,WEST,DISC04
TX5354,C350,BOOKS,26.27,4,2024-01-06,WEST,DISC04
TX3902,C651,BOOKS,61.0,4,2024-01-06,EAST,DISC04
TX1874,C908,BOOKS,11.38,4,2024-01-06,CENTRAL,DISC04
TRX576,C995,FOOD,13.78,4,2024-01-06,CENTRAL,DISC04
TR2303,C1014,FOOD,11.97,5,2024-01-06,EAST,DISC04
TRX317,C175,TOYS,35.93,5,2024-01-06,EAST,DISC04
TRX366,C398,TOYS,26.0,5,2024-01-06,WEST,DISC04
TR2307,C634,CLOTHING,57.44,5,2024-01-06,WEST,DISC04
TR4514,C840,CLOTHING,80.37,5,2024-01-06,EAST,DISC04
TRX278,C972,FOOD,12.21,5,2024-01-06,WEST,DISC04
TRX230,C1021,FOOD,12.86,6,2024-01-06,WEST,DISC04
TRX032,C184,FOOD,12.04,6,2024-01-06,EAST,DISC04
TX2482,C507,BOOKS,36.98,6,2024-01-06,EAST,DISC04
TR3363,C723,FOOD,12.64,6,2024-01-06,WEST,DISC04
TR1216,C1091,CLOTHING,73.07,7,2024-01-06,EAST,DISC04
TX3956,C304,CLOTHING,54.71,7,2024-01-06,CENTRAL,DISC04
TR6019,C439,FOOD,12.73,7,2024-01-06,EAST,DISC04
TR1512,C577,FOOD,14.56,7,2024-01-06,CENTRAL,DISC04
TRX149,C1038,FOOD,13.28,8,2024-01-06,WEST,DISC04
TR0891,C579,TOYS,26.0,8,2024-01-06,EAST,DISC04
TX0958,C625,CLOTHING,77.81,8,2024-01-06,CENTRAL,DISC04
TRX325,C779,TOYS,41.9,8,2024-01-06,CENTRAL,DISC04
TRX270,C789,FOOD,16.04,8,2024-01-06,WEST,DISC04
TR8977,C826,CLOTHING,77.0,8,2024-01-06,WEST,DISC04
TRX404,C301,FOOD,14.34,9,2024-01-06,CENTRAL,DISC04
TRX416,C439,TOYS,26.0,9,2024-01-06,CENTRAL,DISC04
TR3610,C575,CLOTHING,40.0,9,2024-01-06,EAST,DISC04
TRX624,C915,TOYS,40.52,9,2024-01-06,CENTRAL,DISC04
TX0943,C984,BOOKS,18.17,9,2024-01-06,EAST,DISC04
TRX130,C156,FOOD,14.0,10,2024-01-06,WEST,DISC04
TRX249,C172,TOYS,26.0,10,2024-01-06,EAST,DISC04
TRX270,C274,FOOD,12.83,10,2024-01-06,WEST,DISC04
TR3128,C292,FOOD,14.77,10,2024-01-06,EAST,DISC04
TR0969,C382,TOYS,26.0,10,2024-01-06,WEST,DISC04
TRX110,C395,FOOD,15.99,10,2024-01-06,EAST,DISC04
TX3407,C798,BOOKS,23.51,10,2024-01-06,EAST,DISC04
TRX678,C857,TOYS,33.47,10,2024-01-06,WEST,DISC04
TR4909,C149,TOYS,36.33,1,2024-01-07,WEST,DISC04
TX5513,C150,CLOTHING,47.97,1,2024-01-07,EAST,DISC04
TX4807,C207,CLOTHING,73.23,1,2024-01-07,EAST,DISC04
TRX669,C484,FOOD,11.75,1,2024-01-07,CENTRAL,DISC04
TRX680,C919,TOYS,33.59,1,2024-01-07,EAST,DISC04
TRX008,C990,TOYS,26.0,1,2024-01-07,CENTRAL,DISC04
TR6353,C1014,TOYS,26.0,2,2024-01-07,CENTRAL,DISC04
TRX742,C333,TOYS,26.0,2,2024-01-07,CENTRAL,DISC04
TR5433,C440,TOYS,35.29,2,2024-01-07,CENTRAL,DISC04
TX2648,C453,BOOKS,19.37,2,2024-01-07,CENTRAL,DISC04
TR2882,C512,TOYS,26.0,2,2024-01-07,WEST,DISC04
TX7000,C533,BOOKS,25.21,2,2024-01-07,EAST,DISC04
TR2706,C537,TOYS,41.8,2,2024-01-07,WEST,DISC04
TR2819,C942,TOYS,46.3,2,2024-01-07,WEST,DISC04
TRX614,C1075,TOYS,36.74,3,2024-01-07,EAST,DISC04
